URL,Series_name,Map,Soil subgroup UK,WRB_correlation_landgis,WRB_correlation_0,WRB_correlation_1,WRB_correlation_2
https://www.landis.org.uk/soilsguide/series.cfm?serno=178,5.81 BRADFIELD (BF) (178),,1 typical paleo-argillic brown earths,Ruptic Chromic Luvisols,Chromic Luvisols (Ruptic),Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=162,5.81 BOCKMER (BO) (162),,1 typical paleo-argillic brown earths,Ruptic Chromic Skeletic Luvisols,Chromic Luvisols (Ruptic),Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=180,5.81 BILTING (Btn) (180),,1 typical paleo-argillic brown earths,Siltic Chromic Luvisols,Chromic Luvisols (Siltic),Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2249,4.31 WORCESTER (Wf) (2249),,1 typical argillic pelosols,Chromic Vertic Luvisols,Chromic Vertic Luvisols,Chromic Vertic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=810,7.21 IPSTONES (It) (810),,1 cambic stagnohumic gley soils,Dystric Histic Albic Planosols,Dystric Albic Histic Planosols,Dystric Albic Histic Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=181,3.21 BECKFOOT (Bck) (181),,1 typical sand-rankers,Dystric Arenosols,Dystric Arenosols,Dystric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=761,6.11 HOWARD (hU) (761),,1 typical brown podzolic soils,Dystric Chromic Arenosols,Dystric Arenosols (Chromic),Dystric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1019,3.13 KYNANCE (Kz) (1019),,3 brown rankers,Dystric Brunic Leptosols,Dystric Brunic Leptosols,Dystric Brunic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=167,6.11 BOWSCAR (BZ) (167),,1 typical brown podzolic soils,Dystric Chromic Endoleptic Cambisols,Dystric Chromic Endoleptic Cambisols,Dystric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=816,6.11 IVESHEAD (Iv) (816),,1 typical brown podzolic soils,Dystric Chromic Endoleptic Cambisols,Dystric Chromic Endoleptic Cambisols,Dystric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=102,3.11 BANGOR (Bk) (102),,1 humic rankers,Dystric Epileptic Histosols,Dystric Epileptic Histosols,Dystric Epileptic Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1735,3.11 REVIDGE (rV) (1735),,1 humic rankers,Dystric Epileptic Histosols,Dystric Epileptic Histosols,Dystric Epileptic Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1892,3.11 SKIDDAW (Skd) (1892),,1 humic rankers,Dystric Epileptic Histosols,Dystric Epileptic Histosols,Dystric Epileptic Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=410,5.41 ELLERBECK (Ee) (410),,1 typical brown earths,Dystric Episkeletic Cambisols,Dystric Episkeletic Cambisols,Dystric Episkeletic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1954,8.31 TRABOE (TB) (1954),,1 typical cambic gley soils,Siltic Dystric Gleysols,Dystric Gleysols (Siltic) ,Dystric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=781,8.71 HENSE (hZ) (781),,1 typical humic gley soils,Dystric Histic Gleysols,Dystric Histic Gleysols,Dystric Histic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1103,8.71 LAPLOYD (Lp) (1103),,1 typical humic gley soils,Endoskeletic Dystric Histic Gleysols,Dystric Histic Gleysols (Endoskeletic),Dystric Histic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=049 ,7.21 ASHDOWN (aJ) (49),,1 cambic stagnohumic gley soils,Dystric Histic Stagnosols,Dystric Histic Stagnosols,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=056 ,7.21 ALNHAM (AM) (56),,1 cambic stagnohumic gley soils,Dystric Histic Stagnosols,Dystric Histic Stagnosols,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1534,7.21 PRINCETOWN (pC) (1534),,1 cambic stagnohumic gley soils,Dystric Histic Stagnosols,Dystric Histic Stagnosols,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1752,7.21 RHONDDA (RH) (1752),,1 cambic stagnohumic gley soils,Dystric Histic Stagnosols,Dystric Histic Stagnosols,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=122,7.23 BLACKDOWN (bF) (122,,3 paleo-argillic stagnohumic gley soils,Chromic Dystric Histic Stagnosols,Dystric Histic Stagnosols (Chromic) ,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2254,7.21 WENALLT (WN) (2254),,1 cambic stagnohumic gley soils,Chromic Dystric Histic Stagnosols,Dystric Histic Stagnosols (Chromic) ,Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1408,7.21 ONECOTE (On) (1408),,1 cambic stagnohumic gley soils,Clayic Dystric Histic Stagnosols,Dystric Histic Stagnosols (Clayic),Dystric Histic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5030,9.24 SLATE QUARRY RUBBLE (uSR) (5030),missing,4 well aerated raw made ground soils,Dystric Hyperskeletic Leptosols,Dystric Hyperskeletic Leptosols,Dystric Hyperskeletic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5031,9.58 VEGETATED SLATE RUBBLE (vSR) (5031),missing,"8 acid-humose, base-poor well aerated made ground soils",Dystric Hyperskeletic Leptosols (Ochric),Dystric Hyperskeletic Leptosols (Ochric),Dystric Hyperskeletic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1952,7.11 TENERIFFE (TR) (1952),,1 typical stagnogley soils,Siltic Dystric Luvic Stagnosols,Dystric Luvic Stagnosols (Siltic),Dystric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1215,5.41 MERCASTON (mC) (1215),,1 typical brown earths,Dystric Chromic Skeletic Cambisols,Dystric Skeletic Chromic Cambisols,Dystric Skeletic Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=208,7.13 CEGIN (Ca) (208),,3 cambic stagnogley soils,Dystric Stagnosols,Dystric Stagnosols,Dystric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2400,7.13 ZOAR (Zo) (2400),,3 cambic stagnogley soils,Dystric Stagnosols,Dystric Stagnosols,Dystric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1870,7.13 SPORTSMANS (SY) (1870),,3 cambic stagnogley soils,Endoskeletic Dystric Stagnosols,Dystric Stagnosols (Endoskeletic),Dystric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1833,6.41 SOLLOM (Sq) (1833),,1 typical gley-podzols,Endogleyic Albic Carbic Podzols,Endogleyic Albic Carbic Podzols,Endogleyic Albic Carbic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=735,6.41 HOLME MOOR (hM) (735),,1 typical gley-podzols,Densic Endogleyic Albic Carbic Podzols,Endogleyic Albic Carbic Podzols (Densic),Endogleyic Albic Carbic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2274,5.73 WIX (WC) (2274),,3 gleyic argillic brown earths,Endogleyic Luvisols,Endogleyic Luvisols,Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2280,5.73 WATERSTOCK (Wtk) (2280),,3 gleyic argillic brown earths,Endogleyic Luvisols,Endogleyic Luvisols,Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2283,5.73 WORMINGHALL (Wrm) (2283),,3 gleyic argillic brown earths,Endogleyic Luvisols,Endogleyic Luvisols,Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=438,5.73 ELLINGHAM (eL) (438),,3 gleyic argillic brown earths,Endogleyic Luvisols,Endogleyic Luvisols,Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=017,6.31 ANGLEZARKE (Ah) (17),,1 humo-ferric podzols,Endoleptic Albic Podzols,Endoleptic Albic Podzols,Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=336,6.31 DELAMERE (dJ) (336),,1 humo-ferric podzols,Endoleptic Albic Podzols,Endoleptic Albic Podzols,Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1233,5.71 MALLING (mG) (1233),,1 typical argillic brown earths,Endoleptic Luvisols,Endoleptic Luvisols,Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1846,5.71 STON EASTON (Sg) (1846),,1 typical argillic brown earths,Endoleptic Luvisols,Endoleptic Luvisols,Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1932,5.71 TETBURY (Tv) (1932),,1 typical argillic brown earths,Endoleptic Luvisols,Endoleptic Luvisols,Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2236,5.71 WILDERHOPE (wP) (2236),,1 typical argillic brown earths,Endoleptic Luvisols,Endoleptic Luvisols,Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1823,5.71 SHIPPON (SP) (1823),,1 typical argillic brown earths,Clayic Endoleptic Luvisols,Endoleptic Luvisols (Clayic),Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2243,6.11 WITHNELL (Wm) (2243),,1 typical brown podzolic soils,Chromic Mollic Endoleptic Umbrisols,Endoleptic Mollic Umbrisols (Chromic),Endoleptic Mollic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=144,5.51 BRIDGNORTH (Be) (144),,1 typical brown sands,Arenic Endoleptic Regosols,Endoleptic Regosols (Arenic),Endoleptic Regosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1144,6.11 LOXHORE (LR) (1144),,1 typical brown podzolic soils,Chromic Endoleptic Umbrisols,Endoleptic Umbrisols (Chromic),Endoleptic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1250,6.11 MALVERN (MV) (1250),,1 typical brown podzolic soils,Chromic Endoleptic Umbrisols,Endoleptic Umbrisols (Chromic),Endoleptic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2266,6.11 WINSKILL (WK) (2266),,1 typical brown podzolic soils,Chromic Endoleptic Umbrisols,Endoleptic Umbrisols (Chromic),Endoleptic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1835,5.81 SONNING (sL) (1835),,1 typical paleo-argillic brown earths,Chromic Endoskeletic Luvisols,Endoskeletic Chromic Luvisols,Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1876,5.81 STONE STREET (Stt) (1876),,1 typical paleo-argillic brown earths,Chromic Endoskeletic Luvisols,Endoskeletic Chromic Luvisols,Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=743,5.71 HUNTWORTH (Hu) (743),,1 typical argillic brown earths,Chromic Endoskeletic Luvisols,Endoskeletic Chromic Luvisols,Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1506,5.71 PEATON (Pt) (1506),,1 typical argillic brown earths,Eutric Chromic Endoskeletic Luvisols,Endoskeletic Chromic Luvisols (Eutric),Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1866,5.72 STAUNTON (Su) (1866),,2 stagnogleyic argillic brown earths,Eutric Chromic Endostagnic Luvisols,Endoskeletic Chromic Luvisols (Eutric),Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1721,5.71 ROUGEMONT (Ru) (1721),,1 typical argillic brown earths,Ruptic Endoskeletic Luvisols,Endoskeletic Chromic Luvisols (Ruptic),Endoskeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=803,5.73 ISLE ABBOTTS (Ic) (803),,3 gleyic argillic brown earths,Eutric Endogleyic Endoskeletic Luvisols,Endoskeletic Endogleyic Luvisols (Eutric),Endoskeletic Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=335,6.11 DAVIDSTOW (dO) (335),,1 typical brown podzolic soils,Endoskeletic Entic Podzols,Endoskeletic Entic Podzols,Endoskeletic Entic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=198,5.73 BREAMORE (Brm) (198),,3 gleyic argillic brown earths,Endoskeletic Gleyic Luvisols,Endoskeletic Gleyic Luvisols,Endoskeletic Gleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1724,5.71 ROWTON (Rt) (1724),,1 typical argillic brown earths,Endoskeletic Luvisols,Endoskeletic Luvisols,Endoskeletic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1854,5.71 SUTTON (Sv) (1854),,1 typical argillic brown earths,Endoskeletic Luvisols,Endoskeletic Luvisols,Endoskeletic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=440,5.71 EFFORD (EF) (440),,1 typical argillic brown earths,Endoskeletic Luvisols,Endoskeletic Luvisols,Endoskeletic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=784,5.71 HUCKLESBROOK (Hkb) (784),,1 typical argillic brown earths,Endoskeletic Luvisols,Endoskeletic Luvisols,Endoskeletic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1204,6.11 MANOD (Mj) (1204),,1 typical brown podzolic soils,Chromic Mollic Endoskeletic Umbrisols,Endoskeletic Mollic Umbrisols (Chromic),Endoskeletic Mollic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1228,6.11 MORETONHAMPSTEAD (Mr) (1228),,1 typical brown podzolic soils,Chromic Mollic Endoskeletic Umbrisols,Endoskeletic Mollic Umbrisols (Chromic),Endoskeletic Mollic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1146,6.54 LYDCOTT (LC) (1146),,4 ferric stagnopodzols,Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=755,6.54 HAFREN (HN) (755),,4 ferric stagnopodzols,Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=785,6.54 HARTHOPE (Htp) (785),,4 ferric stagnopodzols,Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=441,6.51 EARLE (EL) (441),,1 ironpan stagnopodzols,Placic Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols (Placic),Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=729,6.51 HIRAETHOG (Hi) (729),,1 ironpan stagnopodzols,Placic Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols (Placic),Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=756,6.51 HEXWORTHY (HY) (756),,1 ironpan stagnopodzols,Placic Endoskeletic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols (Placic),Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=286,6.51 CRAY (cK) (286),,1 ironpan stagnopodzols,Placic Histic Stagnic Albic Podzols,Endoskeletic Stagnic Histic Albic Podzols (Placic),Endoskeletic Stagnic Histic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1736,6.54 ROUGH TOR (rF) (1736),,4 ferric stagnopodzols,Endoskeletic Histic Stagnic Podzols,Endoskeletic Stagnic Histic Podzols,Endoskeletic Stagnic Histic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1123,6.51 LONSDALE (lN) (1123),,1 ironpan stagnopodzols,Placic Endoskeletic Histic Stagnic Podzols,Endoskeletic Stagnic Histic Podzols (Placic),Endoskeletic Stagnic Histic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1944,6.52 TRINK (TK) (1944),,2 humus-ironpan stagnopodzols,Endoskeletic Placic Stagnic Podzols,Endoskeletic Stagnic Podzols (Placic),Endoskeletic Stagnic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=155,6.51 BURCOMBE (BC) (155),,1 ironpan stagnopodzols,Placic Endoskeletic Umbric Stagnic Albic Podzols,Endoskeletic Stagnic Umbric Albic Podzols (Placic),Endoskeletic Stagnic Umbric Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1245,6.12 MOOR GATE (mQ) (1245),,2 humic brown podzolic soils,Humic Endoskeletic Umbrisols,Endoskeletic Umbrisols (Humic),Endoskeletic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=134,6.12 BOWDEN (Bw) (134),,2 humic brown podzolic soils,Humic Endoskeletic Umbrisols,Endoskeletic Umbrisols (Humic),Endoskeletic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1542,6.12 PARC (Pa) (1542),,2 humic brown podzolic soils,Humic Endoskeletic Umbrisols,Endoskeletic Umbrisols (Humic),Endoskeletic Umbrisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1740,6.43 RAPLEY (rP) (1740),,3 stagnogley-podzols,Endostagnic Albic Carbic Podzols,Endostagnic Albic Carbic Podzols,Endostagnic Albic Carbic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=700,6.43 HALDON (hA) (700),,3 stagnogley-podzols,Ruptic Endostagnic Albic Podzols,Endostagnic Albic Podzols (Ruptic),Endostagnic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1220,5.72 MIDDLETON (Mt) (1220),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=128,5.82 BODDEN (bD) (128),,2 stagnogleyic paleo-argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1323,5.72 NUPEND (Np) (1323),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1804,5.72 SALWICK (So) (1804),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1948,5.82 TENDRING (TG) (1948),,2 stagnogleyic paleo-argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2222,5.72 WHIMPLE (wM) (2222),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=323,5.72 DUNNINGTON HEATH (Db) (323),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=514,5.72 FLINT (Fc) (514),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=732,5.72 HODNET (Hd) (732),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=772,5.82 HORSELEY (HQ) (772),,2 stagnogleyic paleo-argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=773,5.82 HORNBEAM (HV) (773),,2 stagnogleyic paleo-argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=027 ,5.72 ASTLEY HALL (AH) (27),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=055 ,5.72 ABBERWICK (AK) (55),,2 stagnogleyic argillic brown earths,Chromic Endostagnic Luvisols,Endostagnic Chromic Luvisols,Endostagnic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2292,5.72 WINTERBOURNE (WG) (2292),,2 stagnogleyic argillic brown earths,Endostagnic Endoleptic Luvisols,Endostagnic Endoleptic Luvisols,Endostagnic Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=025 ,5.72 ASHLEY (As) (25),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1412,5.72 OXPASTURE (Ox) (1412),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=156,5.72 BURSLEDON (Bz) (156),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=170,5.72 BURLINGHAM (BW) (170),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1734,5.72 RATSBOROUGH (rT) (1734),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=184,5.72 BISHAMPTON (Bis) (184),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=197,5.72 BIGNOR (Bgn) (197),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2230,5.72 WIGHILL (wL) (2230),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2302,5.72 YELD (Yd) (2302),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=276,5.72 CURTISDEN (Crd) (276),,2 stagnogleyic argillic brown earths,Endostagnic Luvisols,Endostagnic Luvisols,Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=765,5.55 HOCKHAM (HO) (765),,5 gleyic argillic brown sands,Arenic Ruptic Endostagnic Luvisols,"Endostagnic Luvisols (Arenic, Ruptic)",Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2229,5.72 WICKMERE (wC) (2229),,2 stagnogleyic argillic brown earths,Ruptic Endostagnic Luvisols,Endostagnic Luvisols (Ruptic),Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=769,5.72 HONINGHAM (HG) (769),,2 stagnogleyic argillic brown earths,Ruptic Endostagnic Luvisols,Endostagnic Luvisols (Ruptic),Endostagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=168,6.11 BROWNRIGG (Bl) (168),,1 typical brown podzolic soils,Arenic Entic Podzols,Entic Podzols (Arenic),Entic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1703,3.46 REACH (Rj) (1703),,6 humic gleyic rendzinas,Epigleyic Rendzic Phaeozems,Epigleyic Rendzic Phaeozems,Epigleyic Rendzic Phaeozems,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2238,3.72 WILLINGHAM (Wq) (2238),,2 gleyic rendzina-like alluvial soils,Epigleyic Rendzic Phaeozems,Epigleyic Rendzic Phaeozems,Epigleyic Rendzic Phaeozems,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1836,6.34 SOUTHAMPTON (sU) (1836),,4 paleo-argillic podzols,Episkeletic Ruptic Umbric Albic Podzols,Episkeletic Umbric Albic Podzols (Ruptic),Episkeletic Umbric Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=642,6.31 GOLDSTONE (gO) (642),,1 humo-ferric podzols,Episkeletic Albic Podzols,Episkeletic Albic Podzols,Episkeletic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=107,6.11 BASCHURCH (Bb) (107),,1 typical brown podzolic soils,Episkeletic Entic Podzols,Episkeletic Entic Podzols,Episkeletic Entic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2250,5.54 WORLINGTON (Wt) (2250),,4 argillic brown sands,Eutric Hypoluvic Arenosols,Eutric Arenosols (Hypoluvic) ,Eutric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=240,5.51 COTTENHAM (cN) (240),,1 typical brown sands,Eutric Rubic Arenosols,Eutric Arenosols (Rubic),Eutric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=282,5.51 CUCKNEY (Cck) (282),,1 typical brown sands,Eutric Rubic Arenosols,Eutric Arenosols (Rubic),Eutric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1300,5.51 NABURN (Nu) (1300),,1 typical brown sands,Eutric Brunic Arenosols,Eutric Brunic Arenosols,Eutric Brunic Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1831,5.62 SNARGATE (S) (1831),,2 gleyic brown alluvial soils,Siltic Fluvic Eutric Gleysols,Eutric Calcaric Gleysols (Siltic),Eutric Calcaric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=160,5.41 BEARSTED (BE) (160),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1821,5.41 SHERINGHAM (sQ) (1821),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=185,5.41 BLACK HEAD (Bkd) (185),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2009,5.41 URCHFONT (Uc) (2009),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2225,5.41 WICK (wQ) (2225),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=406,5.41 EAST KESWICK (Ew) (406),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=434,5.41 ERISEY (eY) (434),,1 typical brown earths,Eutric Cambisols,Eutric Cambisols,Eutric Cambisols,
