URL,Series_name,Map,Soil subgroup UK,WRB_correlation_landgis,WRB_correlation_0,WRB_correlation_1,WRB_correlation_2
https://www.landis.org.uk/soilsguide/series.cfm?serno=028 ,5.41 ATRIM (Ae) (28),,1 typical brown earths,Siltic Eutric Cambisols,Eutric Cambisols (Siltic),Eutric Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1333,5.41 NEWBIGGIN (nG) (1333),,1 typical brown earths,Eutric Chromic Cambisols,Eutric Chromic Cambisols,Eutric Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1403,5.41 OGLETHORPE (Og) (1403),,1 typical brown earths,Eutric Chromic Cambisols,Eutric Chromic Cambisols,Eutric Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=101,5.44 BANBURY (Bp) (101),,4 ferritic brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1237,5.41 MILFORD (mD) (1237),,1 typical brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=149,5.41 BROMSGROVE (bG) (149),,1 typical brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1729,5.41 RYDON (Rx) (1729),,1 typical brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1900,5.44 TADMARTON (tM) (1900),,4 ferritic brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2223,6.11 WHITCOTT (Wct) (2223),,1 typical brown podzolic soils,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=243,5.41 CREDITON (cC) (243),,1 typical brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=400,5.41 EARDISTON (Es) (400),,1 typical brown earths,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,Eutric Chromic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1124,5.61 LUGWARDINE (Lq) (1124),,1 typical brown alluvial soils,Eutric Chromic Fluvic Cambisols,Eutric Chromic Fluvic Cambisols,Eutric Chromic Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1251,5.62 MATHON (MH) (1251),,2 gleyic brown alluvial soils,Fluvic Eutric Chromic Cambisols,Eutric Chromic Fluvic Cambisols,Eutric Chromic Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1003,5.52 KEXBY (Kx) (1003),,2 gleyic brown sands,Eutric Endogleyic Arenosols,Eutric Endogleyic Arenosols,Eutric Endogleyic Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1405,5.52 OLLERTON (Ol) (1405),,2 gleyic brown sands,Eutric Endogleyic Arenosols,Eutric Endogleyic Arenosols,Eutric Endogleyic Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=030 ,5.43 AYLSHAM (aY) (30),,3 gleyic brown earths,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=032 ,5.43 ARROW (aO) (32),,3 gleyic brown earths,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=039 ,5.43 ASSARTS (AS) (39),,3 gleyic brown earths,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1409,5.46 OAKINGTON (Ok) (1409),,6 gleyic ferritic brown earths,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=764,5.43 HOPSFORD (HP) (764),,3 gleyic brown earths,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1243,5.43 MELBOURNE (mU) (1243),,3 gleyic brown earths,Eutric Endogleyic Endoleptic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=811,5.43 IVYBRIDGE (Iy) (811),,3 gleyic brown earths,Eutric Endogleyic Endoskeletic Cambisols,Eutric Endogleyic Cambisols,Eutric Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1152,5.41 LESNEAGUE (Lsg) (1152),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1202,5.41 MALHAM (mJ) (1202),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1232,5.41 MUNSLOW (Mq) (1232),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1303,5.41 NEATH (Nh) (1303),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1553,5.41 PLOWDEN (pJ) (1553),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=171,5.41 BARTON (BT) (171),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1713,5.41 RIVINGTON (Rc) (1713),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1891,5.41 SOUTH PETHERTON (Spn) (1891),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1924,5.41 TRUSHAM (Tu) (1924),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2203,5.41 WALTHAM (WA) (2203),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=305,5.41 DENBIGH (Dg) (305),,1 typical brown earths,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,Eutric Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1309,5.41 NEWNHAM (Nn) (1309),,1 typical brown earths,Eutric Endoskeleti-Eutric Cambisols,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1708,5.41 RHEIDOL (Rn) (1708),,1 typical brown earths,Eutric Endoskeleti-Eutric Cambisols,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1126,5.41 LUPPITT (Lv) (1126),,1 typical brown earths,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=701,5.41 HALL (hH) (701),,1 typical brown earths,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,Eutric Endoskeletic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=095,6.11 BANC (Bnc) (95),,1 typical brown podzolic soils,Eutric Chromic Endoskeletic Cambisols,Eutric Endoskeletic Chromic Cambisols,Eutric Endoskeletic Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1319,6.11 NEFERN (Ne) (1319),,1 typical brown podzolic soils,Eutric Chromic Endoskeletic Cambisols,Eutric Endoskeletic Chromic Cambisols,Eutric Endoskeletic Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=718,5.42 HEAPEY (Hj) (718),,2 stagnogleyic brown earths,Eutric Endostagnic Endoskeletic Cambisols,Eutric Endoskeletic Endostagnic  Cambisols,Eutric Endoskeletic Endostagnic  Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1161,5.42 LLANGENDEIRNE (Lng) (1161),,2 stagnogleyic brown earths,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1806,5.42 SANNAN (Sn) (1806),,2 stagnogleyic brown earths,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=782,5.42 HORSHAM (Hsm) (782),,2 stagnogleyic brown earths,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,Eutric Endostagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=037 ,5.61 ALUN (aU) (37),,1 typical brown alluvial soils,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=110,5.61 BEACH BANK (Bv) (110),,1 typical brown alluvial soils,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1910,5.61 TEME (Tm) (1910),,1 typical brown alluvial soils,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2220,5.61 WHARFE (Wv) (2220),,1 typical brown alluvial soils,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1550,8.11 PEPPERTHORPE (PT) (1550),,1 typical alluvial gley soils,Fluvic Eutric Cambisols,Eutric Fluvic Cambisols,Eutric Fluvic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1935,5.62 TRENT (tN) (1935),,2 gleyic brown alluvial soils,Eutric Fluvic Endogleyic Cambisols,Eutric Fluvic Endogleyic Cambisols,Eutric Fluvic Endogleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=123,8.11 BLACKWATER (Bd) (123),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1748,8.11 ROCKCLIFFE (RK) (1748),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=186,8.11 BLITHE (Bhe) (186),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1903,8.11 TANVATS (T) (1903),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=236,8.11 CONWAY (Ch) (236),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=413,8.11 ENBORNE (Eo) (413),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=734,8.11 HOLLINGTON (Hy) (734),,1 typical alluvial gley soils,Fluvic Eutric Gleysols,Eutric Fluvic Gleysols,Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=313,8.13 DOWELS (Dw) (313),,3 pelo-alluvial gley soils,Clayic Fluvic Eutric Thaptohistic Gleysols,"Eutric Fluvic Gleysols (Clayic, Thaptohistic)",Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1221,8.13 MIDELNEY (Ma) (1221),,3 pelo-alluvial gley soils,Clayic Fluvic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2253,5.63 WYRE (wH) (2253),,3 pelogleyic brown alluvial soils,Clayic Fluvic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2270,8.13 WALLASEA (wE) (2270),,3 pelo-alluvial gley soils,Clayic Fluvic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=235,8.13 COMPTON (Ce) (235),,3 pelo-alluvial gley soils,Clayic Fluvic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=505,8.13 FLADBURY (Fa) (505),,3 pelo-alluvial gley soils,Clayic Fluvic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1844,8.13 STIXWOULD (SX) (1844),,3 pelo-alluvial gley soils,Fluvic Clayic Eutric Gleysols,Eutric Fluvic Gleysols (Clayic),Eutric Fluvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=536,5.46 FLITWICK (Fk) (536),,6 gleyic ferritic brown earths,Eutric Gleyic Cambisols,Eutric Gleyic Cambisols,Eutric Gleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1600,8.31 QUORNDON (Qn) (1600),,1 typical cambic gley soils,Eutric Gleysols,Eutric Gleysols,Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1853,8.31 SUSTEAD (sZ) (1853),,1 typical cambic gley soils,Eutric Gleysols,Eutric Gleysols,Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=339,8.31 DEEPDALES (dC) (339),,1 typical cambic gley soils,Eutric Gleysols,Eutric Gleysols,Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=515,8.21 FORMBY (Fm) (515),,1 typical sandy gley soils,Arenic Eutric Gleysols ,Eutric Gleysols (Arenic),Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1700,8.11 RACTON (rC) (1700),,1 typical alluvial gley soils,Siltic Endoskeletic Eutric Gleysols,"Eutric Gleysols (Endoskeletic, Siltic)",Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1863,8.31 SOUTHMINSTER (SO) (1863),,1 typical cambic gley soils,Eutric Endoskeletic Gleysols,Eutric Gleysols (Endoskeletic),Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2287,8.41 WATLINGTON (Wat) (2287),,1 typical argillic gley soils,Luvic Eutric Gleysols,Eutric Gleysols (Luvic),Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=287,8.41 COATE (CO) (287),,1 typical argillic gley soils,Luvic Eutric Gleysols,Eutric Gleysols (Luvic),Eutric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1310,5.51 NEWPORT (Na) (1310),,1 typical brown sands,Eutric Lamellic Arenosols,Eutric Lamellic Arenosols,Eutric Arenosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1321,3.13 NEWTONDALE (nD) (1321),,3 brown rankers,Eutric Leptosols,Eutric Leptosols,Eutric Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=256,3.13 CRWBIN (CB) (256),,3 brown rankers,Eutric Leptosols,Eutric Leptosols,Eutric Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1006,7.11 KINGSTON (Kg) (1006),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=112,7.11 BECCLES (bW) (112),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1209,7.11 MARTOCK (Mb) (1209),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1549,7.11 PINDER (PN) (1549),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1843,7.11 STANWAY (sY) (1843),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=274,7.11 CROFT PASCOE (Cfp) (274),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=321,7.11 DUNKESWICK (Dk) (321),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=616,7.11 GRESHAM (Gs) (616),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=776,7.11 HOLDERNESS (H) (776),,1 typical stagnogley soils,Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols,Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1802,7.11 SALOP (Sh) (1802),,1 typical stagnogley soils,Chromic Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols (Chromic),Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2100,7.11 VERNOLDS (Vs) (2100),,1 typical stagnogley soils,Chromic Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols (Chromic),Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=226,7.11 CLIFTON (Cu) (226),,1 typical stagnogley soils,Chromic Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols (Chromic),Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=281,7.11 CLAVERLEY (Cvy) (281),,1 typical stagnogley soils,Chromic Eutric Albic Luvic Stagnosols,Eutric Luvic Albic Stagnosols (Chromic),Eutric Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2227,7.11 WICKHAM (Wh) (2227),,1 typical stagnogley soils,Eutric Luvic Planosols,Eutric Luvic Planosols,Eutric Luvic Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1726,7.11 RUFFORD (Rg) (1726),,1 typical stagnogley soils,Chromic Eutric Luvic Planosols,Eutric Luvic Planosols (Chromic),Eutric Luvic Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1527,7.11 PROLLEYMOOR (PM) (1527),,1 typical stagnogley soils,Eutric Luvic Stagnosols,Eutric Luvic Stagnosols,Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1702,7.12 RAGDALE (Rq) (1702),,2 pelo-stagnogley soils,Eutric Luvic Stagnosols,Eutric Luvic Stagnosols,Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=516,7.13 FFOREST (Fo) (516),,3 cambic stagnogley soils,Chromic Eutric Albic Stagnosols,Eutric Luvic Stagnosols (Chromic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1010,7.11 KINGS NEWTON (Kt) (1010),,1 typical stagnogley soils,Ruptic Eutric Luvic Stagnosols,Eutric Luvic Stagnosols (Ruptic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1305,7.11 NETCHWOOD (Nw) (1305),,1 typical stagnogley soils,Siltic Eutric Luvic Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=006 ,7.13 ALBRIGHTON (Ab) (6),,3 cambic stagnogley soils,Siltic Eutric Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1933,7.13 TICKNALL (tL) (1933),,3 cambic stagnogley soils,Siltic Eutric Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=103,7.13 BARDSEY (By) (103),,3 cambic stagnogley soils,Eutric Planosols,Eutric Planosols,Eutric Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1520,7.13 PORTINGTON (Pv) (1520),,3 cambic stagnogley soils,Ruptic Eutric Planosols,Eutric Planosols (Ruptic),Eutric Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1304,5.42 NERCWYS (Nc) (1304),,2 stagnogleyic brown earths,Eutric Stagnic Cambisols,Eutric Stagnic Cambisols,Eutric Stagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=142,7.13 BRICKFIELD (Br) (142),,3 cambic stagnogley soils,Eutric Stagnosols,Eutric Stagnosols,Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=646,7.13 GREYLAND (gJ) (646),,3 cambic stagnogley soils,Eutric Stagnosols,Eutric Stagnosols,Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1839,7.12 SPETCHLEY (Sy) (1839),,2 pelo-stagnogley soils,Clayic Chromic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Chromic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=244,7.12 CREWE (Cg) (244),,2 pelo-stagnogley soils,Clayic Chromic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Chromic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1137,7.12 LAWFORD (LD) (1137),,2 pelo-stagnogley soils,Clayic Ruptic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Ruptic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1905,7.12 TEDBURN (Tn) (1905),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=300,7.12 DALE (Dl) (300),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=506,7.12 FOGGATHORPE (Fp) (506),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=702,7.12 HALLSWORTH (Hk) (702),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2241,7.12 WINDSOR (Wn) (2241),,2 pelo-stagnogley soils,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=306,7.12 DENCHWORTH (Da) (306),,2 pelo-stagnogley soils,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=179,5.55 BENTLEY (BX) (179),,5 gleyic argillic brown sands,Arenic Magniferric Endogleyic Luvisols,"Ferric Endogleyic Luvisols (Arenic, Magnesic)",Ferric Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=351,5.55 DOWNHAM (DM) (351),,5 gleyic argillic brown sands,Arenic Magniferric Endogleyic Luvisols,"Ferric Endogleyic Luvisols (Arenic, Magnesic)",Ferric Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=228,5.62 CLWYD (Cl) (228),,2 gleyic brown alluvial soils,Siltic Fluvic Gleyic Cambisols,Fluvic Gleyic Cambisols (Siltic),Fluvic Gleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=018 ,8.51 APPLEDORE (Ap) (18),,1 typical humic-alluvial gley soils,Clayic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Clayic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=314,8.51 DOWNHOLLAND (Do) (314),,1 typical humic-alluvial gley soils,Clayic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Clayic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2272,8.51 WENSUM (WM) (2272),,1 typical humic-alluvial gley soils,Thaptohistic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Thaptohistic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1334,8.15 NORMOOR (nR) (1334),,5 sulphuric alluvial gley soils,Clayic Fluvic Thionic Gleysols,Fluvic Thionic Gleysols (Clayic),Fluvic Thionic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1868,8.15 SHOTFORD (SJ) (1868),,5 sulphuric alluvial gley soils,Clayic Thionic Fluvic Gleysols,Fluvic Thionic Gleysols (Clayic),Fluvic Thionic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=194,8.22 BRANCASTER (Brn) (194),,2 calcareous sandy gley soils,Arenic Salic Fluvisols,"Fluvisols (Arenic, Salic) ",,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5017,9.26 WET CHINA CLAY SPOIL (wCC) (5017),missing,"6 permeable, seasonally wet raw made ground soils",Gleyic Spolic Technosols,Gleyic Spolic Technosols,Gleyic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5019,9.51 COPROLITE WASHINGS (wCP) (5019),missing,1 calcareous well aerated made ground soils,Gleyic Spolic Technosols (Calcaric),Gleyic Spolic Technosols (Calcaric),Gleyic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=745,8.41 HURST (hR) (745),,1 typical argillic gley soils,Endoskeletic Luvic Gleysols,"Gleysols (Endoskeletic, Luvic)",,
https://www.landis.org.uk/soilsguide/series.cfm?serno=120,8.41 BINSTEAD (Bu) (120),,1 typical argillic gley soils,Luvic Gleysols,Gleysols (Luvic),,
