number,filename.lst,d.lst
288,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sapric.histosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sapric.Histosols_p_
289,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/shifting.sands_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Shifting.sands_p_
290,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/skeletic.dystric.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Skeletic.Dystric.Leptosols_p_
291,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/skeletic.entic.podzol_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Skeletic.Entic.Podzol_p_
292,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/skeletic.eutric.regosols..turbic._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Skeletic.Eutric.Regosols..Turbic._p_
293,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/skeletic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Skeletic.Leptosols_p_
294,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/skeletic.umbrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Skeletic.Umbrisols_p_
295,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sodic.arenosols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sodic.Arenosols.Calcaric_p_
296,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sodic.calcisols.luvic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sodic.Calcisols.Luvic_p_
297,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sodic.cambisols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sodic.Cambisols.Calcaric_p_
298,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sodic.vertisols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sodic.Vertisols.Calcaric_p_
299,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/sodic.vertisols.calcic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Sodic.Vertisols.Calcic_p_
300,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/stagnic.gleysols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Stagnic.Gleysols_p_
301,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/stagnic.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Stagnic.Luvisols_p_
302,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/stagnic.podzols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Stagnic.Podzols_p_
303,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/technosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Technosols_p_
304,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/terric.anthrosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Terric.Anthrosols_p_
305,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/thionic.gleysols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Thionic.Gleysols_p_
306,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.andosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Andosols_p_
307,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.entic.podzol_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Entic.Podzol_p_
308,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.ferrasols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Ferrasols_p_
309,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.gleysols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Gleysols_p_
310,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Leptosols_p_
311,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/umbric.podzols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Umbric.Podzols_p_
312,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vertic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vertic.Cambisols_p_
313,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vertic.chernozem.calcic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vertic.Chernozem.Calcic_p_
314,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vertic.gleysols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vertic.Gleysols.Humic_p_
315,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vertic.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vertic.Luvisols_p_
316,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vetic.acric.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vetic.Acric.Ferralsols_p_
317,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/vitric.andosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Vitric.Andosols_p_
318,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/xanthic.acric.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Xanthic.Acric.Ferralsols_p_
319,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/xanthic.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Xanthic.Ferralsols_p_
320,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/xanthic.ferrasols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Xanthic.Ferrasols_p_
