number,filename.lst,d.lst
140,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.paraleptic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Paraleptic.Cambisols_p_
141,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.planosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Planosols_p_
142,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.plinthosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Plinthosols_p_
143,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.regosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Regosols_p_
144,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.retisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Retisols_p_
145,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.stagnosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Stagnosols_p_
146,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/eutric.vertisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Eutric.Vertisols_p_
147,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferralic..hypoluvic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferralic..Hypoluvic.Arenosols_p_
148,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferralic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferralic.Arenosols_p_
149,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferralic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferralic.Cambisols_p_
150,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferric.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferric.Acrisols_p_
151,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferric.alisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferric.Alisols_p_
152,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferric.lixisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferric.Lixisols_p_
153,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/ferric.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Ferric.Luvisols_p_
154,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/fibric.histosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Fibric.Histosols_p_
155,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/fluvic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Fluvic.Cambisols_p_
156,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/fluvic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Fluvic.Phaeozems_p_
157,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/fluvic.solonchaks_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Fluvic.Solonchaks_p_
158,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/fluvic.stagnosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Fluvic.Stagnosols_p_
159,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/folic.histosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Folic.Histosols_p_
160,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/geric.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Geric.Ferralsols_p_
161,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/glaciers_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Glaciers_p_
162,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Acrisols_p_
163,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Cambisols_p_
164,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.ferrasols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Ferrasols_p_
165,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.fluvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Fluvisols_p_
166,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Luvisols_p_
167,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Phaeozems_p_
168,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.planosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Planosols_p_
169,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.podzols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Podzols_p_
170,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.pozols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Pozols_p_
171,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.retisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Retisols_p_
172,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.solonetz_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Solonetz_p_
173,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gleyic.vertisols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gleyic.Vertisols.Humic_p_
174,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/greyzemic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Greyzemic.Phaeozems_p_
175,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/gypsic.solonchaks_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Gypsic.Solonchaks_p_
176,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Acrisols_p_
177,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.alisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Alisols_p_
178,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.calcisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Calcisols_p_
179,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.chernozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Chernozems_p_
180,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.cryosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Cryosols_p_
181,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Ferralsols_p_
182,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.ferrasols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Ferrasols_p_
183,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.gypsisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Gypsisols_p_
184,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.kastanozem_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Kastanozem_p_
185,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.kastanozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Kastanozems_p_
186,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.lixisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Lixisols_p_
187,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Luvisols_p_
188,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.luvisols._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Luvisols._p_
189,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.luvisols..clayic._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Luvisols..Clayic._p_
190,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.phaeozem_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Phaeozem_p_
191,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Phaeozems_p_
192,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.plinthosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Plinthosols_p_
193,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.solonchaks_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Solonchaks_p_
194,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.solonetz_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Solonetz_p_
195,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.umbrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Umbrisols_p_
196,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.vertisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Vertisols_p_
197,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/haplic.cambic.gleyic.phaeozem_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Haplic.Cambic.Gleyic.Phaeozem_p_
198,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hemic.histosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hemic.Histosols_p_
199,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipercalcic.calcisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipercalcic.Calcisols_p_
200,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipercalcic.calcisols.epileptic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipercalcic.Calcisols.Epileptic_p_
201,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipercalcic.calcisols.luvic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipercalcic.Calcisols.Luvic_p_
202,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hiperesqueletic.leptosols.eutric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hiperesqueletic.Leptosols.Eutric_p_
203,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hiperesqueletic.leptosols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hiperesqueletic.Leptosols.Humic_p_
204,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipersodic.arenosols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipersodic.Arenosols.Calcaric_p_
205,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipersodic.cambisols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipersodic.Cambisols.Calcaric_p_
206,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipersodic.solonchak.gleyic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipersodic.Solonchak.Gleyic_p_
207,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hipersodic.solonchak.hipersalic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hipersodic.Solonchak.Hipersalic_p_
208,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hiposodic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hiposodic.Arenosols_p_
209,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/histic.fluvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Histic.Fluvisols_p_
210,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/histosols..dystric._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Histosols..Dystric._p_
211,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/histosols..eutric._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Histosols..Eutric._p_
212,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hortic.anthrosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hortic.Anthrosols_p_
213,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hortic.phaeozem_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hortic.Phaeozem_p_
214,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.leptosols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Leptosols.Calcaric_p_
215,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.luvisols.cromic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Luvisols.Cromic_p_
216,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.luvisols.dystric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Luvisols.dystric_p_
217,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.phaeozem.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Phaeozem.Calcaric_p_
218,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.umbrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Umbrisols_p_
219,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/humic.umbrisols.hiperdystric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Humic.Umbrisols.Hiperdystric_p_
220,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hypersalic.solonchaks_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hypersalic.Solonchaks_p_
221,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hyperskeletic.skeletic.regosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hyperskeletic.Skeletic.Regosols_p_
222,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hypoplinthic.ferralic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hypoplinthic.Ferralic.Cambisols_p_
223,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/hypoplinthic.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Hypoplinthic.Ferralsols_p_
224,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/leptic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Leptic.Cambisols_p_
225,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/leptic.cryosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Leptic.Cryosols_p_
226,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/leptic.regosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Leptic.Regosols_p_
227,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/leptosols.hyperskeletic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Leptosols.Hyperskeletic_p_
228,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/leptosols.lithic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Leptosols.Lithic_p_
229,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/lithic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Lithic.Leptosols_p_
230,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/litic.leptosols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Litic.Leptosols.Calcaric_p_
231,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/litic.leptosols.esqueletic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Litic.Leptosols.Esqueletic_p_
232,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/litic.leptosols.eutric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Litic.Leptosols.Eutric_p_
233,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/litic.leptosols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Litic.Leptosols.Humic_p_
234,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/litihic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Litihic.Leptosols_p_
235,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.calcisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Calcisols_p_
236,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.calcisols.aridic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Calcisols.Aridic_p_
237,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.calcisols.hiposodic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Calcisols.Hiposodic_p_
238,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.calcisols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Calcisols.Humic_p_
239,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Cambisols_p_
240,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.chernozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Chernozems_p_
241,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.kastanozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Kastanozems_p_
242,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozem_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozem_p_
243,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozem.abruptic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozem.Abruptic_p_
244,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozem.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozem.Calcaric_p_
245,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozem.esqueletic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozem.Esqueletic_p_
246,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozem.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozem.Humic_p_
247,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozems_p_
248,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozems..clayic._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozems..Clayic._p_
249,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.phaeozems..loamic._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Phaeozems..Loamic._p_
250,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/luvic.stagnosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Luvic.Stagnosols_p_
251,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/molic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Molic.Leptosols_p_
252,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/molic.leptosols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Molic.Leptosols.Humic_p_
253,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.andosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Andosols_p_
254,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.gleysols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Gleysols_p_
255,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Leptosols_p_
256,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.nitisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Nitisols_p_
257,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.solonchaks_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Solonchaks_p_
258,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/mollic.umbrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Mollic.Umbrisols_p_
259,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/nudilithic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Nudilithic.Leptosols_p_
260,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/open.water_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Open.Water_p_
261,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/paraplinthic.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Paraplinthic.Acrisols_p_
262,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/paraplinthic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Paraplinthic.Arenosols_p_
263,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/paraplinthic.lixisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Paraplinthic.Lixisols_p_
264,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/pelic.vertisols.mazic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Pelic.Vertisols.Mazic_p_
265,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/pellic..calcic.vertisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Pellic..Calcic.Vertisols_p_
266,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/petric.calcisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Petric.Calcisols_p_
267,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/petric.gypsisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Petric.Gypsisols_p_
268,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/petric.haplic.calcisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Petric.Haplic.Calcisols_p_
269,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/plinthic.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Plinthic.Acrisols_p_
270,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/protoargic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Protoargic.Arenosols_p_
271,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/regosols..colluvic._wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Regosols..Colluvic._p_
272,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rendzic.leptosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rendzic.Leptosols_p_
273,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rendzic.leptosols.calcaric_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rendzic.Leptosols.Calcaric_p_
274,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rendzic.leptosols.humic_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rendzic.Leptosols.Humic_p_
275,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rendzic.phaeozems_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rendzic.Phaeozems_p_
276,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.acric.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Acric.Ferralsols_p_
277,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.acrisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Acrisols_p_
278,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Cambisols_p_
279,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.ferralsols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Ferralsols_p_
280,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.ferrasols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Ferrasols_p_
281,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.leptic.cambisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Leptic.Cambisols_p_
282,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.lixisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Lixisols_p_
283,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.luvisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Luvisols_p_
284,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rhodic.nitisols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rhodic.Nitisols_p_
285,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rubic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rubic.Arenosols_p_
286,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rubic.ferralic.arenosols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rubic.Ferralic.Arenosols_p_
287,https://s3.eu-central-1.wasabisys.com/openlandmap/sol/rustic.podzols_wrb2020_p_1km_s_1980_2020_go_epsg.4326_v20230411.tif,Rustic.Podzols_p_
